sentiment,Month of Response Date
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Positive,2024-03-01
Negative,2024-03-01
Negative,2024-03-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Positive,2023-06-01
Negative,2023-06-01
Negative,2023-06-01
Negative,2023-07-01
Positive,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Positive,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Positive,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Negative,2023-07-01
Positive,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Negative,2023-08-01
Positive,2023-08-01
